latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
54.541664,10.2083435,0.0,28800,Asia/Singapore,GMT+8

time,wave_height (m),wave_direction (°),wave_period (s),wave_peak_period (undefined),sea_level_height_msl (m),ocean_current_velocity (km/h),ocean_current_direction (°),sea_surface_temperature (°C),swell_wave_height (m),swell_wave_period (s),swell_wave_peak_period (s),wind_wave_peak_period (s),wind_wave_period (s),swell_wave_direction (°),wind_wave_direction (°),wind_wave_height (m)
2026-06-15T04:15,0.58,302,3.30,NaN,-0.09,0.4,90,15.2,0.28,3.25,4.25,3.55,2.70,339,289,0.52

time,wave_height (m),wind_wave_height (m),wind_wave_direction (°),wind_wave_period (s),wind_wave_peak_period (s),wave_direction (°),wave_period (s),wave_peak_period (undefined),secondary_swell_wave_height (m),secondary_swell_wave_period (s),secondary_swell_wave_direction (°),swell_wave_direction (°),swell_wave_height (m),swell_wave_period (s),swell_wave_peak_period (s),tertiary_swell_wave_period (undefined),tertiary_swell_wave_height (undefined),tertiary_swell_wave_direction (undefined),sea_level_height_msl (m),sea_surface_temperature (°C),ocean_current_velocity (km/h),ocean_current_direction (°)
2026-06-07T00:00,0.18,0.12,106,1.70,2.95,87,2.10,NaN,0.04,2.40,139,67,0.12,1.90,3.55,NaN,NaN,NaN,-0.20,17.0,0.4,333
2026-06-07T01:00,0.16,0.10,112,1.55,2.95,88,2.15,NaN,0.02,2.15,158,72,0.12,1.95,3.55,NaN,NaN,NaN,-0.21,17.0,0.4,0
2026-06-07T02:00,0.14,0.08,118,1.40,2.45,88,2.20,NaN,0.02,1.90,177,78,0.12,1.95,2.95,NaN,NaN,NaN,-0.21,17.0,0.4,0
2026-06-07T03:00,0.14,0.06,127,1.35,1.50,89,2.25,NaN,0.02,1.70,195,82,0.12,1.95,3.25,NaN,NaN,NaN,-0.16,17.0,0.4,27
2026-06-07T04:00,0.12,0.06,135,1.30,2.95,90,2.25,NaN,0.02,1.55,212,86,0.12,1.95,3.55,NaN,NaN,NaN,-0.14,17.0,0.4,27
2026-06-07T05:00,0.12,0.04,144,1.25,1.85,91,2.30,NaN,0.02,1.40,230,90,0.12,1.95,3.25,NaN,NaN,NaN,-0.17,16.9,0.4,0
2026-06-07T06:00,0.12,0.04,158,1.25,2.45,92,2.35,NaN,0.02,1.35,229,91,0.12,2.00,3.25,NaN,NaN,NaN,-0.20,16.8,0.2,0
2026-06-07T07:00,0.12,0.02,172,1.25,2.00,92,2.45,NaN,0.02,1.35,229,91,0.12,2.05,3.25,NaN,NaN,NaN,-0.18,16.7,0.2,0
2026-06-07T08:00,0.12,0.02,186,1.25,1.50,93,2.50,NaN,0.02,1.35,228,92,0.12,2.10,3.25,NaN,NaN,NaN,-0.16,16.7,0.2,0
2026-06-07T09:00,0.12,0.02,189,1.30,1.00,93,2.55,NaN,0.02,1.35,236,92,0.12,2.10,3.25,NaN,NaN,NaN,-0.16,16.6,0.2,0
2026-06-07T10:00,0.12,0.04,191,1.40,1.50,94,2.55,NaN,0.02,1.35,245,93,0.10,2.15,3.25,NaN,NaN,NaN,-0.17,16.6,0.2,0
2026-06-07T11:00,0.12,0.04,194,1.45,1.50,94,2.50,NaN,0.02,1.40,253,93,0.10,2.15,3.25,NaN,NaN,NaN,-0.15,16.5,0.3,45
2026-06-07T12:00,0.12,0.06,195,1.45,1.50,103,2.35,NaN,0.04,1.55,205,95,0.10,2.15,3.25,NaN,NaN,NaN,-0.15,16.4,0.4,27
2026-06-07T13:00,0.14,0.08,196,1.40,2.00,111,2.20,NaN,0.04,1.70,156,96,0.08,2.15,3.25,NaN,NaN,NaN,-0.18,16.4,0.4,27
2026-06-07T14:00,0.14,0.10,197,1.45,2.20,120,2.10,NaN,0.06,1.90,108,98,0.08,2.20,2.65,NaN,NaN,NaN,-0.21,16.4,0.5,45
2026-06-07T15:00,0.26,0.20,203,1.70,2.45,149,2.25,NaN,0.08,2.10,162,117,0.12,2.35,2.95,NaN,NaN,NaN,-0.22,16.4,0.5,45
2026-06-07T16:00,0.36,0.32,209,2.10,2.45,177,2.50,NaN,0.08,2.35,216,137,0.14,2.55,2.95,NaN,NaN,NaN,-0.22,16.4,0.5,45
2026-06-07T17:00,0.48,0.42,215,2.35,2.65,206,2.65,NaN,0.10,2.55,270,156,0.18,2.65,3.25,NaN,NaN,NaN,-0.27,16.4,0.6,56
2026-06-07T18:00,0.44,0.40,218,2.40,2.65,211,2.65,NaN,0.08,2.70,327,158,0.14,2.65,3.25,NaN,NaN,NaN,-0.34,16.4,0.4,63
2026-06-07T19:00,0.38,0.36,220,2.30,2.65,215,2.55,NaN,0.06,2.85,25,161,0.12,2.55,3.25,NaN,NaN,NaN,-0.36,16.4,0.4,63
2026-06-07T20:00,0.34,0.34,223,2.25,2.65,220,2.45,NaN,0.04,2.95,82,163,0.08,2.50,2.95,NaN,NaN,NaN,-0.37,16.4,0.4,90
2026-06-07T21:00,0.34,0.34,228,2.25,2.95,225,2.45,NaN,0.04,2.95,90,167,0.08,2.45,3.25,NaN,NaN,NaN,-0.37,16.4,0.5,90
2026-06-07T22:00,0.36,0.36,233,2.25,2.95,230,2.45,NaN,0.04,2.95,98,171,0.06,2.40,3.55,NaN,NaN,NaN,-0.40,16.4,0.4,90
2026-06-07T23:00,0.36,0.36,238,2.30,3.25,235,2.50,NaN,0.04,2.95,106,175,0.06,2.35,3.90,NaN,NaN,NaN,-0.39,16.3,0.4,90
2026-06-08T00:00,0.38,0.38,244,2.35,3.25,242,2.55,NaN,0.04,3.00,55,181,0.06,2.35,4.30,NaN,NaN,NaN,-0.34,16.3,0.4,117
2026-06-08T01:00,0.38,0.38,250,2.40,3.55,248,2.55,NaN,0.02,3.10,4,188,0.06,2.40,3.90,NaN,NaN,NaN,-0.32,16.3,0.4,117
2026-06-08T02:00,0.40,0.40,256,2.40,3.55,255,2.60,NaN,0.02,3.15,313,194,0.06,2.45,4.30,NaN,NaN,NaN,-0.33,16.2,0.4,90
2026-06-08T03:00,0.38,0.38,259,2.40,3.55,258,2.60,NaN,0.02,3.20,300,233,0.06,2.60,4.30,NaN,NaN,NaN,-0.32,16.2,0.4,90
2026-06-08T04:00,0.38,0.38,261,2.40,3.25,262,2.60,NaN,0.04,3.30,286,273,0.06,2.85,4.30,NaN,NaN,NaN,-0.30,16.1,0.4,90
2026-06-08T05:00,0.36,0.36,264,2.35,3.25,265,2.60,NaN,0.04,3.25,273,312,0.06,2.95,4.30,NaN,NaN,NaN,-0.31,16.1,0.4,90
2026-06-08T06:00,0.32,0.32,265,2.30,2.95,267,2.55,NaN,0.04,3.05,265,310,0.08,2.90,3.90,NaN,NaN,NaN,-0.36,16.0,0.2,90
2026-06-08T07:00,0.30,0.28,265,2.25,2.65,268,2.50,NaN,0.04,2.75,258,307,0.08,2.75,3.55,NaN,NaN,NaN,-0.39,16.0,0.2,90
2026-06-08T08:00,0.26,0.24,266,2.15,2.65,270,2.45,NaN,0.04,2.50,250,305,0.10,2.55,3.25,NaN,NaN,NaN,-0.38,16.0,0.2,90
2026-06-08T09:00,0.22,0.20,257,2.00,2.45,272,2.40,NaN,0.04,2.45,265,298,0.10,2.35,2.95,NaN,NaN,NaN,-0.36,15.9,0.2,90
2026-06-08T10:00,0.20,0.14,249,1.80,2.00,274,2.35,NaN,0.06,2.50,280,292,0.12,2.15,2.45,NaN,NaN,NaN,-0.37,15.9,0.0,90
2026-06-08T11:00,0.16,0.10,240,1.65,1.85,276,2.30,NaN,0.06,2.45,295,285,0.12,2.00,2.45,NaN,NaN,NaN,-0.37,15.9,0.0,90
2026-06-08T12:00,0.14,0.08,223,1.50,1.65,276,2.25,NaN,0.06,2.25,282,289,0.10,2.00,2.00,NaN,NaN,NaN,-0.33,15.9,0.0,90
2026-06-08T13:00,0.12,0.06,206,1.40,1.65,276,2.15,NaN,0.04,2.00,270,292,0.08,2.05,2.20,NaN,NaN,NaN,-0.28,15.9,0.2,0
2026-06-08T14:00,0.10,0.04,189,1.30,1.85,276,2.10,NaN,0.04,1.75,257,296,0.06,2.05,2.20,NaN,NaN,NaN,-0.26,15.9,0.2,0
2026-06-08T15:00,0.08,0.04,182,1.30,2.00,276,2.05,NaN,0.04,1.55,245,296,0.06,2.05,2.45,NaN,NaN,NaN,-0.25,16.0,0.2,0
2026-06-08T16:00,0.06,0.02,176,1.35,2.00,276,2.05,NaN,0.02,1.45,232,295,0.04,2.00,2.45,NaN,NaN,NaN,-0.21,16.1,0.3,45
2026-06-08T17:00,0.04,0.02,169,1.25,2.00,276,2.00,NaN,0.02,1.40,220,295,0.04,1.90,2.45,NaN,NaN,NaN,-0.18,16.2,0.4,27
2026-06-08T18:00,0.04,0.02,166,0.80,1.85,258,1.95,NaN,0.02,1.55,247,251,0.04,1.75,2.00,NaN,NaN,NaN,-0.20,16.3,0.4,27
2026-06-08T19:00,0.04,0.00,162,0.25,1.50,241,1.90,NaN,0.02,1.80,273,208,0.02,1.55,1.85,NaN,NaN,NaN,-0.22,16.4,0.4,63
2026-06-08T20:00,0.04,0.00,159,0.00,1.00,223,1.85,NaN,0.02,1.95,300,164,0.02,1.40,1.85,NaN,NaN,NaN,-0.21,16.5,0.4,63
2026-06-08T21:00,0.04,0.02,152,0.30,1.50,193,1.75,NaN,0.02,1.95,342,129,0.02,1.35,1.85,NaN,NaN,NaN,-0.19,16.6,0.4,90
2026-06-08T22:00,0.04,0.02,144,0.95,1.50,164,1.60,NaN,0.02,1.85,23,93,0.02,1.35,1.85,NaN,NaN,NaN,-0.19,16.6,0.2,90
2026-06-08T23:00,0.04,0.04,137,1.45,1.65,134,1.60,NaN,0.02,1.80,65,58,0.02,1.45,2.00,NaN,NaN,NaN,-0.19,16.6,0.0,90
2026-06-09T00:00,0.14,0.12,128,1.75,1.85,125,1.75,NaN,0.02,1.85,62,58,0.04,1.70,2.20,NaN,NaN,NaN,-0.17,16.6,0.3,315
2026-06-09T01:00,0.22,0.22,119,1.90,2.20,116,2.00,NaN,0.04,1.95,58,57,0.04,2.10,2.65,NaN,NaN,NaN,-0.14,16.6,0.5,315
2026-06-09T02:00,0.32,0.30,110,2.10,2.65,107,2.25,NaN,0.04,2.15,55,57,0.06,2.45,3.25,NaN,NaN,NaN,-0.13,16.6,0.5,315
2026-06-09T03:00,0.40,0.38,111,2.35,2.95,106,2.55,NaN,0.04,2.60,87,58,0.12,2.75,3.55,NaN,NaN,NaN,-0.14,16.6,0.6,326
2026-06-09T04:00,0.50,0.44,111,2.60,2.95,106,2.95,NaN,0.04,3.15,120,59,0.16,3.00,3.55,NaN,NaN,NaN,-0.13,16.5,0.6,326
2026-06-09T05:00,0.58,0.52,112,2.75,2.95,105,3.20,NaN,0.04,3.60,152,60,0.22,3.20,3.55,NaN,NaN,NaN,-0.10,16.5,0.6,342
2026-06-09T06:00,0.58,0.48,114,2.75,3.25,104,3.30,NaN,0.04,4.00,150,64,0.26,3.25,3.55,NaN,NaN,NaN,-0.11,16.5,0.6,342
2026-06-09T07:00,0.58,0.46,115,2.70,2.65,102,3.35,NaN,0.04,4.35,149,68,0.32,3.25,3.55,NaN,NaN,NaN,-0.15,16.5,0.5,0
2026-06-09T08:00,0.58,0.42,117,2.60,2.65,101,3.35,NaN,0.04,4.35,147,72,0.36,3.25,3.55,NaN,NaN,NaN,-0.16,16.4,0.4,0
2026-06-09T09:00,0.58,0.40,130,2.50,2.45,104,3.40,NaN,0.04,3.75,174,77,0.40,3.25,3.55,NaN,NaN,NaN,-0.15,16.4,0.4,0
2026-06-09T10:00,0.58,0.36,144,2.35,2.00,106,3.40,NaN,0.02,2.90,201,82,0.44,3.20,3.55,NaN,NaN,NaN,-0.15,16.3,0.4,27
2026-06-09T11:00,0.58,0.34,157,2.25,1.65,109,3.35,NaN,0.02,2.25,228,87,0.48,3.15,3.55,NaN,NaN,NaN,-0.18,16.2,0.5,45
2026-06-09T12:00,0.54,0.32,174,2.15,2.45,121,3.25,NaN,0.08,2.20,199,89,0.42,3.15,3.55,NaN,NaN,NaN,-0.21,16.2,0.4,63
2026-06-09T13:00,0.50,0.32,192,2.05,2.95,134,3.10,NaN,0.12,2.40,171,90,0.36,3.10,3.90,NaN,NaN,NaN,-0.21,16.1,0.4,63
2026-06-09T14:00,0.46,0.30,209,2.00,2.95,146,2.95,NaN,0.18,2.55,142,92,0.30,3.10,3.90,NaN,NaN,NaN,-0.21,16.1,0.6,72
2026-06-09T15:00,0.46,0.34,219,2.10,2.95,175,2.85,NaN,0.16,2.55,151,94,0.24,3.10,3.90,NaN,NaN,NaN,-0.25,16.0,0.6,72
2026-06-09T16:00,0.46,0.38,230,2.25,3.25,203,2.75,NaN,0.12,2.45,160,97,0.20,3.05,3.90,NaN,NaN,NaN,-0.28,16.0,0.5,90
2026-06-09T17:00,0.46,0.42,240,2.40,3.25,232,2.70,NaN,0.10,2.50,169,99,0.14,3.05,3.90,NaN,NaN,NaN,-0.29,16.0,0.5,90
2026-06-09T18:00,0.50,0.46,247,2.50,3.25,242,2.75,NaN,0.08,2.70,184,105,0.10,3.10,3.90,NaN,NaN,NaN,-0.31,16.0,0.5,90
2026-06-09T19:00,0.54,0.52,255,2.65,3.25,252,2.85,NaN,0.06,3.00,200,110,0.08,3.15,3.90,NaN,NaN,NaN,-0.38,16.0,0.5,90
2026-06-09T20:00,0.58,0.56,262,2.70,3.55,262,2.90,NaN,0.04,3.20,215,116,0.04,3.20,4.30,NaN,NaN,NaN,-0.47,16.0,0.6,108
2026-06-09T21:00,0.56,0.54,264,2.75,3.55,264,2.95,NaN,0.04,3.10,251,63,0.06,3.25,4.30,NaN,NaN,NaN,-0.50,16.0,0.6,108
2026-06-09T22:00,0.54,0.54,265,2.75,3.55,266,2.95,NaN,0.04,2.85,286,10,0.06,3.35,4.30,NaN,NaN,NaN,-0.50,15.9,0.6,108
2026-06-09T23:00,0.52,0.52,267,2.70,3.55,268,2.95,NaN,0.04,2.75,322,317,0.08,3.35,4.30,NaN,NaN,NaN,-0.53,15.9,0.5,90
2026-06-10T00:00,0.48,0.48,266,2.65,3.55,268,2.90,NaN,0.04,2.90,286,314,0.10,3.20,4.75,NaN,NaN,NaN,-0.55,15.9,0.4,90
2026-06-10T01:00,0.44,0.42,264,2.55,3.55,268,2.85,NaN,0.02,3.15,250,312,0.12,3.05,4.30,NaN,NaN,NaN,-0.50,15.9,0.4,90
2026-06-10T02:00,0.40,0.38,263,2.45,3.25,268,2.75,NaN,0.02,3.25,214,309,0.14,2.85,3.90,NaN,NaN,NaN,-0.43,15.8,0.4,90
2026-06-10T03:00,0.38,0.36,258,2.35,2.95,265,2.65,NaN,0.02,3.10,203,305,0.14,2.70,3.90,NaN,NaN,NaN,-0.40,15.8,0.2,90
2026-06-10T04:00,0.34,0.32,253,2.20,2.65,261,2.50,NaN,0.02,2.80,192,302,0.14,2.60,3.55,NaN,NaN,NaN,-0.39,15.8,0.3,45
2026-06-10T05:00,0.32,0.30,248,2.15,2.45,258,2.45,NaN,0.02,2.65,181,298,0.14,2.55,2.95,NaN,NaN,NaN,-0.34,15.7,0.3,45
2026-06-10T06:00,0.34,0.32,240,2.20,2.45,250,2.50,NaN,0.02,2.75,176,292,0.16,2.55,2.65,NaN,NaN,NaN,-0.28,15.7,0.4,63
2026-06-10T07:00,0.36,0.32,231,2.30,2.45,242,2.55,NaN,0.02,2.95,171,287,0.16,2.60,2.95,NaN,NaN,NaN,-0.25,15.7,0.4,63
2026-06-10T08:00,0.38,0.34,223,2.35,2.45,234,2.60,NaN,0.02,3.05,166,281,0.18,2.60,2.95,NaN,NaN,NaN,-0.28,15.6,0.4,63
2026-06-10T09:00,0.36,0.34,220,2.30,2.45,228,2.55,NaN,0.02,2.90,163,280,0.14,2.55,2.95,NaN,NaN,NaN,-0.28,15.6,0.4,63
2026-06-10T10:00,0.34,0.32,217,2.25,2.45,223,2.45,NaN,0.04,2.70,160,280,0.12,2.50,2.95,NaN,NaN,NaN,-0.25,15.6,0.4,63
2026-06-10T11:00,0.32,0.32,214,2.20,2.65,217,2.40,NaN,0.04,2.55,157,279,0.08,2.45,3.25,NaN,NaN,NaN,-0.24,15.6,0.4,63
2026-06-10T12:00,0.32,0.32,213,2.20,2.65,215,2.35,NaN,0.04,2.55,156,277,0.06,2.40,3.25,NaN,NaN,NaN,-0.25,15.5,0.4,63
2026-06-10T13:00,0.32,0.32,211,2.20,2.95,213,2.35,NaN,0.04,2.65,156,276,0.06,2.40,3.55,NaN,NaN,NaN,-0.23,15.5,0.4,63
2026-06-10T14:00,0.32,0.32,210,2.25,2.95,211,2.40,NaN,0.04,2.75,155,274,0.04,2.40,3.55,NaN,NaN,NaN,-0.18,15.5,0.4,63
2026-06-10T15:00,0.36,0.36,213,2.35,2.95,213,2.50,NaN,0.04,2.95,185,237,0.06,2.50,3.90,NaN,NaN,NaN,-0.17,15.5,0.4,63
2026-06-10T16:00,0.38,0.38,216,2.50,2.95,215,2.65,NaN,0.04,3.15,216,200,0.08,2.60,3.90,NaN,NaN,NaN,-0.18,15.5,0.4,63
2026-06-10T17:00,0.42,0.42,219,2.55,2.95,217,2.75,NaN,0.04,3.30,246,163,0.10,2.70,3.55,NaN,NaN,NaN,-0.19,15.6,0.4,63
2026-06-10T18:00,0.40,0.40,223,2.50,2.95,221,2.70,NaN,0.04,3.35,258,167,0.10,2.70,3.55,NaN,NaN,NaN,-0.19,15.6,0.6,72
2026-06-10T19:00,0.38,0.38,228,2.45,3.25,225,2.65,NaN,0.02,3.35,269,171,0.08,2.60,3.90,NaN,NaN,NaN,-0.24,15.6,0.6,72
2026-06-10T20:00,0.36,0.36,232,2.35,2.95,229,2.55,NaN,0.02,3.30,281,175,0.08,2.55,3.25,NaN,NaN,NaN,-0.32,15.6,0.4,63
2026-06-10T21:00,0.34,0.32,235,2.30,2.95,233,2.50,NaN,0.02,3.15,282,181,0.08,2.55,3.55,NaN,NaN,NaN,-0.40,15.6,0.4,63
2026-06-10T22:00,0.30,0.30,239,2.25,2.95,236,2.45,NaN,0.04,2.90,283,186,0.08,2.55,3.55,NaN,NaN,NaN,-0.42,15.6,0.4,63
2026-06-10T23:00,0.28,0.26,242,2.20,2.95,240,2.40,NaN,0.04,2.75,284,192,0.08,2.50,3.55,NaN,NaN,NaN,-0.44,15.6,0.4,63
2026-06-11T00:00,0.24,0.22,244,2.10,2.65,242,2.35,NaN,0.04,2.70,278,202,0.08,2.45,3.55,NaN,NaN,NaN,-0.46,15.6,0.4,63
2026-06-11T01:00,0.22,0.20,245,2.00,2.65,245,2.25,NaN,0.04,2.70,272,213,0.06,2.35,3.55,NaN,NaN,NaN,-0.47,15.6,0.3,45
2026-06-11T02:00,0.18,0.16,247,1.90,2.45,247,2.20,NaN,0.04,2.65,266,223,0.06,2.25,3.25,NaN,NaN,NaN,-0.44,15.6,0.2,90
2026-06-11T03:00,0.16,0.14,248,1.75,2.45,249,2.10,NaN,0.04,2.35,274,235,0.06,2.20,2.95,NaN,NaN,NaN,-0.40,15.6,0.3,45
2026-06-11T04:00,0.14,0.12,249,1.60,2.20,251,2.05,NaN,0.04,1.95,282,248,0.04,2.20,2.65,NaN,NaN,NaN,-0.39,15.6,0.2,0
2026-06-11T05:00,0.12,0.10,250,1.45,2.20,253,1.95,NaN,0.04,1.80,290,260,0.04,2.15,2.65,NaN,NaN,NaN,-0.37,15.6,0.2,0
2026-06-11T06:00,0.10,0.08,250,1.40,2.00,256,1.90,NaN,0.02,2.10,347,262,0.04,2.00,2.45,NaN,NaN,NaN,-0.32,15.6,0.2,0
2026-06-11T07:00,0.08,0.06,250,1.40,2.00,258,1.85,NaN,0.02,2.60,44,265,0.04,1.85,2.65,NaN,NaN,NaN,-0.27,15.6,0.2,0
2026-06-11T08:00,0.06,0.04,250,1.30,1.85,261,1.80,NaN,0.00,2.90,101,267,0.04,1.70,2.45,NaN,NaN,NaN,-0.27,15.6,0.2,0
2026-06-11T09:00,0.06,0.04,251,1.00,2.00,263,1.80,NaN,0.00,2.65,117,268,0.04,1.60,2.45,NaN,NaN,NaN,-0.28,15.6,0.2,0
2026-06-11T10:00,0.04,0.02,251,0.55,2.00,265,1.80,NaN,0.00,2.10,133,269,0.04,1.60,2.45,NaN,NaN,NaN,-0.26,15.6,0.2,0
2026-06-11T11:00,0.04,0.02,252,0.25,1.85,267,1.80,NaN,0.00,1.85,149,270,0.04,1.55,2.45,NaN,NaN,NaN,-0.22,15.6,0.2,90
2026-06-11T12:00,0.04,0.02,254,0.15,1.85,265,1.80,NaN,0.00,2.20,132,268,0.04,1.55,2.45,NaN,NaN,NaN,-0.21,15.6,0.2,90
2026-06-11T13:00,0.02,0.00,255,0.15,2.00,264,1.75,NaN,0.00,2.75,114,267,0.02,1.55,2.45,NaN,NaN,NaN,-0.21,15.6,0.2,90
2026-06-11T14:00,0.02,0.00,257,0.25,2.00,262,1.75,NaN,0.00,3.05,97,265,0.02,1.55,2.45,NaN,NaN,NaN,-0.18,15.6,0.2,90
2026-06-11T15:00,0.02,0.00,256,0.55,2.00,260,1.75,NaN,0.00,2.70,45,245,0.02,1.50,2.20,NaN,NaN,NaN,-0.14,15.6,0.2,90
2026-06-11T16:00,0.04,0.02,256,1.00,1.85,258,1.70,NaN,0.02,2.10,354,225,0.02,1.40,2.20,NaN,NaN,NaN,-0.13,15.7,0.2,90
2026-06-11T17:00,0.04,0.02,255,1.30,1.85,256,1.70,NaN,0.02,1.65,302,205,0.02,1.35,2.20,NaN,NaN,NaN,-0.15,15.7,0.2,90
2026-06-11T18:00,0.04,0.02,254,1.40,1.65,255,1.65,NaN,0.02,1.55,266,242,0.02,1.35,2.20,NaN,NaN,NaN,-0.15,15.8,0.2,90
2026-06-11T19:00,0.04,0.04,253,1.45,1.85,254,1.65,NaN,0.00,1.60,229,280,0.02,1.35,2.20,NaN,NaN,NaN,-0.13,15.9,0.2,90
2026-06-11T20:00,0.04,0.04,252,1.45,2.20,253,1.60,NaN,0.00,1.65,193,317,0.02,1.35,2.45,NaN,NaN,NaN,-0.16,15.9,0.2,90
2026-06-11T21:00,0.06,0.06,254,1.45,2.20,255,1.60,NaN,0.00,1.55,194,317,0.02,1.40,2.65,NaN,NaN,NaN,-0.20,16.0,0.2,90
2026-06-11T22:00,0.08,0.06,255,1.45,2.20,257,1.60,NaN,0.02,1.45,196,317,0.02,1.40,2.45,NaN,NaN,NaN,-0.24,16.0,0.2,90
2026-06-11T23:00,0.10,0.08,257,1.45,2.00,259,1.60,NaN,0.02,1.45,197,317,0.02,1.45,2.45,NaN,NaN,NaN,-0.24,16.0,0.2,90
2026-06-12T00:00,0.10,0.08,259,1.40,1.85,266,1.60,NaN,0.02,1.60,229,317,0.02,1.45,2.20,NaN,NaN,NaN,-0.23,16.0,0.2,90
2026-06-12T01:00,0.10,0.10,262,1.40,2.00,274,1.65,NaN,0.02,1.85,260,317,0.04,1.45,2.45,NaN,NaN,NaN,-0.24,16.0,0.2,90
2026-06-12T02:00,0.10,0.10,264,1.35,2.00,281,1.65,NaN,0.02,2.00,292,317,0.04,1.45,2.45,NaN,NaN,NaN,-0.24,16.0,0.2,90
2026-06-12T03:00,0.10,0.08,255,1.35,2.20,286,1.70,NaN,0.02,1.90,278,314,0.06,1.50,2.65,NaN,NaN,NaN,-0.21,16.0,0.2,90
2026-06-12T04:00,0.10,0.06,247,1.30,2.20,291,1.70,NaN,0.04,1.65,263,311,0.06,1.50,2.95,NaN,NaN,NaN,-0.19,15.9,0.2,90
2026-06-12T05:00,0.10,0.04,238,1.30,2.20,296,1.75,NaN,0.04,1.45,249,308,0.08,1.55,2.65,NaN,NaN,NaN,-0.19,15.9,0.2,0
2026-06-12T06:00,0.08,0.04,223,1.25,2.00,295,1.75,NaN,0.04,1.40,248,308,0.06,1.55,2.45,NaN,NaN,NaN,-0.21,15.9,0.2,0
2026-06-12T07:00,0.06,0.02,207,1.25,1.50,294,1.75,NaN,0.02,1.35,246,307,0.06,1.50,2.20,NaN,NaN,NaN,-0.19,15.9,0.2,0
2026-06-12T08:00,0.04,0.02,192,1.25,1.50,293,1.75,NaN,0.02,1.35,245,307,0.04,1.50,1.85,NaN,NaN,NaN,-0.18,15.9,0.2,0
2026-06-12T09:00,0.04,0.02,192,1.30,1.50,278,1.75,NaN,0.02,1.35,209,307,0.04,1.50,2.00,NaN,NaN,NaN,-0.21,15.9,0.2,0
2026-06-12T10:00,0.04,0.04,193,1.40,2.00,262,1.75,NaN,0.02,1.35,172,306,0.02,1.45,2.00,NaN,NaN,NaN,-0.25,15.9,0.4,0
2026-06-12T11:00,0.04,0.04,193,1.45,2.00,247,1.70,NaN,0.02,1.40,136,306,0.02,1.45,2.45,NaN,NaN,NaN,-0.24,15.9,0.2,0
2026-06-12T12:00,0.06,0.06,191,1.45,2.20,228,1.65,NaN,0.02,1.55,144,246,0.02,1.40,2.65,NaN,NaN,NaN,-0.22,15.9,0.4,27
2026-06-12T13:00,0.08,0.08,190,1.45,2.20,208,1.55,NaN,0.02,1.80,153,186,0.02,1.35,2.65,NaN,NaN,NaN,-0.23,15.9,0.4,27
2026-06-12T14:00,0.10,0.10,188,1.45,2.20,189,1.55,NaN,0.02,1.95,161,126,0.02,1.35,2.95,NaN,NaN,NaN,-0.24,15.9,0.4,27
2026-06-12T15:00,0.14,0.14,189,1.55,2.20,188,1.65,NaN,0.02,1.95,194,129,0.04,1.50,2.95,NaN,NaN,NaN,-0.22,16.0,0.4,27
2026-06-12T16:00,0.18,0.18,189,1.65,2.45,186,1.80,NaN,0.02,1.95,228,133,0.06,1.75,2.65,NaN,NaN,NaN,-0.18,16.0,0.4,27
2026-06-12T17:00,0.22,0.22,190,1.75,2.45,185,1.95,NaN,0.02,1.95,261,136,0.08,1.95,2.95,NaN,NaN,NaN,-0.18,16.1,0.4,27
2026-06-12T18:00,0.24,0.24,193,1.85,2.45,189,2.05,NaN,0.02,2.15,224,137,0.06,1.95,2.95,NaN,NaN,NaN,-0.20,16.1,0.4,27
2026-06-12T19:00,0.24,0.24,197,1.90,2.45,193,2.10,NaN,0.04,2.40,186,138,0.06,1.90,2.95,NaN,NaN,NaN,-0.20,16.2,0.5,45
2026-06-12T20:00,0.26,0.26,200,2.00,2.20,197,2.15,NaN,0.04,2.50,149,139,0.04,1.90,2.65,NaN,NaN,NaN,-0.19,16.2,0.5,45
2026-06-12T21:00,0.30,0.28,209,2.05,2.20,205,2.20,NaN,0.04,2.25,199,147,0.06,2.00,2.65,NaN,NaN,NaN,-0.21,16.2,0.5,45
2026-06-12T22:00,0.32,0.32,217,2.15,2.20,214,2.25,NaN,0.02,1.90,248,154,0.08,2.15,2.65,NaN,NaN,NaN,-0.25,16.2,0.4,63
2026-06-12T23:00,0.36,0.34,226,2.20,2.20,222,2.35,NaN,0.02,1.75,298,162,0.10,2.30,2.65,NaN,NaN,NaN,-0.26,16.2,0.6,72
2026-06-13T00:00,0.40,0.38,238,2.30,2.20,235,2.45,NaN,0.02,2.10,301,171,0.10,2.35,2.65,NaN,NaN,NaN,-0.26,16.2,0.6,72
2026-06-13T01:00,0.46,0.44,250,2.40,2.65,247,2.60,NaN,0.02,2.75,303,180,0.08,2.40,2.95,NaN,NaN,NaN,-0.27,16.2,0.7,90
2026-06-13T02:00,0.50,0.48,262,2.50,3.25,260,2.70,NaN,0.02,3.20,306,189,0.08,2.50,3.55,NaN,NaN,NaN,-0.31,16.2,0.5,90
2026-06-13T03:00,0.50,0.50,265,2.60,3.25,264,2.80,NaN,0.02,3.40,311,234,0.08,2.70,4.30,NaN,NaN,NaN,-0.32,16.1,0.5,90
2026-06-13T04:00,0.52,0.50,268,2.65,3.25,269,2.85,NaN,0.04,3.40,317,280,0.08,2.95,4.30,NaN,NaN,NaN,-0.32,16.1,0.5,90
